,id,sentence1,sentence2,label,pred,TP,FP,TN,FN
938,939,Hankensbüttel is a municipality in the Gifhorn district of Samtgemeinde Hankensbüttel in Lower Saxony .,"Hankensbüttel is a municipality in the Gifhorn in the district of Samtgemeinde Hankensbüttel , Lower Saxony , Germany .",0,1,,,,
940,941,Three public policies are relevant in the general conflict system :,"In the general system of conflict , three public policies are relevant :",1,0,,,,
941,942,Right On Brother is the fourth album by guitarist Boogaloo Joe Jones which was released in 1970 and recorded on the Prestige label .,"Right On Brother is the fourth album by guitarist Boogaloo Joe Jones , which was released in 1970 on the Prestige label .",1,0,,,,
942,943,"In 1908 , two Leap Year postcard sets released by Hutaf were designed by Paul C. Koeber and Illustrated Postcard Co .","In 1908 , two Leap Year postcard sets by Paul C. Koeber and Illustrated Postcard Co. , published by Hutaf , were designed .",1,0,,,,
943,944,"The Los Angeles County Department of Health Services operates the Monrovia Health Center in Rosemead , serving Monrovia .","The Los Angeles County Department of Health Services operates the Monrovia Health Center in Monrovia , Rosemead .",0,0,,,,
944,945,Vivek Ranadive brought a group together led by Kevin Johnson to keep the team in Sacramento .,Kevin Johnson brought together a group led by Vivek Ranadive to retain the team in Sacramento .,0,0,,,,
945,946,"Andrew Mogrelia is a British conductor with a varied career conducting large works , ballets and a symphonic Discography for the Nax","Andrew Andrew Mogrelia is a British conductor with a varied career , conducting symphonic works , ballets and a large discography for the label Naxos .",0,0,,,,
946,947,"Born in Palermo , the son of the director and folk musician Emma Muzzi Loffredo , Amato moved to Rome following the high school where his mother lived .","Born in Palermo , the son of the stage director and folk musician Emma Muzzi Loffredo , after high school Amato moved to Rome , where his mother lived .",1,0,,,,
949,950,In 2010 the Bon Preu Group acquired the French stores of the Spanish group Intermarché .,"In 2010 , the Bon Preu Group acquired the French branches of the Spanish Intermarché group .",1,0,,,,
950,951,"Ramachandran initially recommended K. A. Thangavelu for the role of Punyakodi , but T. R. Ramachandran said that his father wanted Saravanan in the role .","Ramachandran recommended initially K. A. Thangavelu for the role of Punyakodi , but Saravanan said that his father wanted T. R. Ramachandran in the role .",0,0,,,,
951,952,"The possible values of Î » range from zero to infinity , which corresponds to values of Üü that are greater than the positive number `` L '' / `` m '' .","The possible values of λ range from zero to infinity , which corresponds to values of μ greater than the positive number `` L '' / '' m '' .",0,0,,,,
953,954,"Michael Aspel was the subject of `` This Is Your Life '' in 2003 , when he was surprised by John on the set of `` Merseybeat '' .","In 2003 , Michael Michael became Aspel on the subject of `` This Is Your Life '' when he was surprised at the set of `` Merseybeat '' by John .",0,0,,,,
954,955,"Farrer was born in London , the younger brother of artist Thomas Charles Farrer .","Farrer was born in London , a younger brother of the artist Thomas Charles Farrer .",1,1,,,,
955,956,"He had many imitators , including his son Alonzo Martínez , who died in 1668 , among his students Juan de Mesa .","He had many imitators , including his son Juan de Mesa , who died in 1668 , and Alonzo Martínez was among his students .",0,0,,,,
957,958,"In order to help Carter , he first tries to get the hidden money from Wilson 's moll , Peerless Pauline ( Eve Arden ) , but fails .","In order to help Carter , he first tries to get the hidden money from Wilson 's Moll , Peerless Pauline ( Eve Arden ) , but it fails .",1,0,,,,
959,960,"Kronecker rejected in his analysis the formulation of a continuous , nowhere differentiable function by his colleague Karl Weierstrass .","In analysis , Kronecker rejected the formulation of a continuous , nowhere differentiable function by his colleague , Karl Weierstrass .",1,0,,,,
961,962,"Taupaki is a place in the Rodney District , which is part of the Auckland region in New Zealand .","Taupaki is a locality in the Auckland region , which is part of the Rodney District in New Zealand .",0,1,,,,
963,964,These 11 Yoga Upanishads belong to the Vedantic Shaka ( school ) from a Vedic point of view .,These 11 Yoga Upanishads belong to Vedic shaka ( school ) from the Vedantic point of view .,1,0,,,,
964,965,"Eman Ukpa is a village in Uruan region of the local government of Akwa Ibom State , Nigeria The Ibibio people are residents of Eman Ukpa village .","Eman Ukpa is a village in Uruan Ibibio government area of Akwa Ibom State , Nigeria . The local people are occupants of the Eman Ukpa village .",0,0,,,,
965,966,"Sarah Kubitschek had a daughter , Marcia Kubitschek , in 1943 .","In 1943 , Sarah Kubitschek had a daughter , Marcia Kubitschek .",1,0,,,,
966,967,Husted 's family was listed in the Social Register and were friendly with Jacqueline Bouvier 's father Hugh D. Auchincloss and stepfather John Vernou Bouvier III .,Husted 's family was run in the social register and was friendly with Jacqueline Bouvier 's father John Vernou Bouvier III and Stepfather Hugh D. Auchincloss .,0,0,,,,
967,968,The duo continue to perform and give workshops together across Europe and work on film and TV music together including award-winning German TV series and dramas .,"The duo will continue to appear together across Europe and will give workshops and work together on film and TV music , including award-winning German TV series and dramas .",1,0,,,,
968,969,"In 1346 , the border war broke out between Magdeburg and the Archbishop of Wolfenbüttel .",A border war broke out between Wolfenbüttel and the Archbishop of Magdeburg in 1346 .,0,0,,,,
970,971,It was selected at the 7th Yokohama Film Festival as the 19th best film .,It was chosen as the 19th best film at the 7th Yokohama Film Festival .,1,0,,,,
972,973,The tour reached Bangkok on 12 July 2008 in Thailand and on 22 November 2008 in Shanghai .,"The tour reached 12 July 2008 in Shanghai and on November 22 , 2008 in Bangkok , Thailand .",0,0,,,,
973,974,"In analysis , Kronecker rejected the formulation of a differentiable , nowhere continuous function by his colleague , Karl Weierstrass .",Kronecker rejected in his analysis the formulation of a differentiable function nowhere throughout by his colleague Karl Weierstrass .,1,0,,,,
976,977,Radley had other opportunities to expand his abilities by spending time abroad at the Peninsula Hotel in Bangkok and the Mandarin Oriental in Hong Kong in 1991 .,"Radley had further opportunities to expand his skills , spending time abroad in 1991 at the Peninsula Hotel in Bangkok and the Mandarin Oriental in Hong Kong .",1,0,,,,
977,978,The second date was sold out after the first night .,The second date was added after the first night sold out .,0,1,,,,
978,979,"He grew up in Greater London and eventually lived with his parents in Surbiton , then at Surrey , now in Sussex .","He grew up in Greater London and eventually lived with his parents in Surbiton , then in Surrey , now in Sussex .",1,0,,,,
980,981,"Belhanhumei is a city in the central region of Somalia , Hiran .",Belhanhumei is a town in the central Somalia region of Hiran .,1,1,,,,
981,982,Sukumar Prasad is a South Indian music guitarist who was the first Carnatic musician to play the South Indian art form of Carnatic music on the electric guitar .,Sukumar Prasad is a South Indian guitarist who was the first Carnatic musician to play the south Indian musical art form of Carnatic music on the electric guitar .,1,1,,,,
982,983,The military ranks of Trinidad and Tobago are the military badges used by the defence force of Trinidad and Tobago .,The military ranks of Trinidad and Tobago are the Military insignia used by the Trinidad and Tobago Defence Force .,1,0,,,,
983,984,"On September 8 , 2014 , Harris announced on his Twitter site that David Burtka and he were married in Italy at the weekend .","On September 8 , 2014 , Harris announced on his Twitter page that David Burtka and he were married over the weekend in Italy .",1,0,,,,
984,985,"In the 1980s he was the teacher of Victor Miquel Moreno Piñeiro ( Victor Moreno ) , cousin of Servando Cabrera Moreno .","In the 1980s he was a teacher of Victor Miquel Moreno Piñeiro ( Victor Moreno ) , Cousin of Servando Cabrera Moreno .",1,0,,,,
985,986,It was founded in a group of huts built in the 1870s by local farmer Jahu Reed for the Irish workers he employed in his orchards .,It originated in a group of cabins built by Irish farmer Jahu Reed in the 1870s for the local workers he employed in his orchards .,0,1,,,,
986,987,"The Lushington the falls are named after Cecilia Tennyson , the brother of Edmund Law Lushington who married Thomas Davies Lushington .","The Lushington The Falls are named after Cecilia Tennyson , brother of Edmund Law Lushington , who married Thomas Davies Lushington .",1,1,,,,
988,989,"Peterson wore at his uniform during his rookie season # 52 and changed over to # 19 in 1967 , after Bob Friend was traded on the New York Mets .",Bob Friend wore # 52 on his uniform during his rookie season and switched to # 19 in 1967 after Peterson was traded to the New York Mets .,0,0,,,,
990,991,"During the American Revolution , Girty initially served with American forces against Indian allies of the British .","During the American Revolution , Girty served initially with American armed forces against British Indian allies .",1,0,,,,
991,992,"The Baldwins lived in Washington , D.C. Helen Baldwin died in 1977 , and Robert Baldwin died from the disease of Lou Gehrig on March 14 , 1998 .","The Baldwins lived in Washington , D.C. Robert Baldwin died in 1977 , and Helen Baldwin died March 14 , 1998 , from Lou Gehrig 's disease .",0,0,,,,
